SKU,name,description,current_price,current_stock
SKU-PRD-0706,Cable HDMI Modelo 706,Cable de alta definición mallado 4K - Lote 706,259.91,22
SKU-PRD-0707,Impresora Modelo 707,Impresora multifuncional a color con Wi-Fi - Lote 707,3467.83,20
SKU-PRD-0708,Silla Gamer Modelo 708,Silla ergonómica ajustable con soporte lumbar - Lote 708,3720.18,198
SKU-PRD-0709,Silla Gamer Modelo 709,Silla ergonómica ajustable con soporte lumbar - Lote 709,4221.13,161
SKU-PRD-0710,Audífonos Modelo 710,Audífonos estéreo con micrófono y cancelación de ruido - Lote 710,350.14,74
SKU-PRD-0711,Memoria USB Modelo 711,Unidad flash portátil de transferencia rápida - Lote 711,162.33,115
SKU-PRD-0712,Smartphone Modelo 712,Teléfono inteligente con cámara dual y gran batería - Lote 712,11129.7,7
SKU-PRD-0713,Smartphone Modelo 713,Teléfono inteligente con cámara dual y gran batería - Lote 713,9183.47,152
SKU-PRD-0714,Teclado Modelo 714,Teclado multimedia con iluminación LED - Lote 714,502.04,155
SKU-PRD-0715,Audífonos Modelo 715,Audífonos estéreo con micrófono y cancelación de ruido - Lote 715,1137.79,179
SKU-PRD-0716,Smartwatch Modelo 716,Reloj inteligente deportivo con monitor de salud - Lote 716,2029.8,64
SKU-PRD-0717,Monitor Modelo 717,Pantalla LED Full HD con puertos HDMI - Lote 717,2962.59,26
SKU-PRD-0718,Regulador Modelo 718,Protector de voltaje multicontacto para oficina - Lote 718,1002.35,43
SKU-PRD-0719,Memoria USB Modelo 719,Unidad flash portátil de transferencia rápida - Lote 719,570.38,83
SKU-PRD-0720,Teclado Modelo 720,Teclado multimedia con iluminación LED - Lote 720,799.84,42
SKU-PRD-0721,Teclado Modelo 721,Teclado multimedia con iluminación LED - Lote 721,857.81,162
SKU-PRD-0722,Regulador Modelo 722,Protector de voltaje multicontacto para oficina - Lote 722,367.96,21
SKU-PRD-0723,Laptop Modelo 723,Ordenador portátil con procesador de alta velocidad y SSD - Lote 723,15955.94,108
SKU-PRD-0724,Smartphone Modelo 724,Teléfono inteligente con cámara dual y gran batería - Lote 724,10542.15,139
SKU-PRD-0725,Impresora Modelo 725,Impresora multifuncional a color con Wi-Fi - Lote 725,3428.34,199
SKU-PRD-0726,Cable HDMI Modelo 726,Cable de alta definición mallado 4K - Lote 726,285.02,52
SKU-PRD-0727,Laptop Modelo 727,Ordenador portátil con procesador de alta velocidad y SSD - Lote 727,16306.01,128
SKU-PRD-0728,Regulador Modelo 728,Protector de voltaje multicontacto para oficina - Lote 728,571.97,62
SKU-PRD-0729,Regulador Modelo 729,Protector de voltaje multicontacto para oficina - Lote 729,879.68,18
SKU-PRD-0730,Smartphone Modelo 730,Teléfono inteligente con cámara dual y gran batería - Lote 730,9592.7,6
SKU-PRD-0731,Mouse Modelo 731,Mouse óptico ergonómico con conexión USB - Lote 731,578.66,111
SKU-PRD-0732,Silla Gamer Modelo 732,Silla ergonómica ajustable con soporte lumbar - Lote 732,4620.45,67
SKU-PRD-0733,Memoria USB Modelo 733,Unidad flash portátil de transferencia rápida - Lote 733,292.13,140
SKU-PRD-0734,Disco Duro Modelo 734,Unidad de almacenamiento externo de alta velocidad - Lote 734,1721.41,71
SKU-PRD-0735,Memoria USB Modelo 735,Unidad flash portátil de transferencia rápida - Lote 735,333.56,41
SKU-PRD-0736,Silla Gamer Modelo 736,Silla ergonómica ajustable con soporte lumbar - Lote 736,3818.25,156
SKU-PRD-0737,Disco Duro Modelo 737,Unidad de almacenamiento externo de alta velocidad - Lote 737,3380.88,144
SKU-PRD-0738,Mouse Modelo 738,Mouse óptico ergonómico con conexión USB - Lote 738,728.9,77
SKU-PRD-0739,Bocina Bluetooth Modelo 739,Bocina inalámbrica portátil resistente al agua - Lote 739,1299.7,15
SKU-PRD-0740,Smartwatch Modelo 740,Reloj inteligente deportivo con monitor de salud - Lote 740,1490.35,190
SKU-PRD-0741,Teclado Modelo 741,Teclado multimedia con iluminación LED - Lote 741,656.72,90
SKU-PRD-0742,Tablet Modelo 742,Dispositivo táctil multimedia para estudio y trabajo - Lote 742,3213.11,192
SKU-PRD-0743,Memoria USB Modelo 743,Unidad flash portátil de transferencia rápida - Lote 743,111.35,83
SKU-PRD-0744,Cable HDMI Modelo 744,Cable de alta definición mallado 4K - Lote 744,304.86,94
SKU-PRD-0745,Memoria USB Modelo 745,Unidad flash portátil de transferencia rápida - Lote 745,552.01,97
SKU-PRD-0746,Laptop Modelo 746,Ordenador portátil con procesador de alta velocidad y SSD - Lote 746,11892.5,35
SKU-PRD-0747,Silla Gamer Modelo 747,Silla ergonómica ajustable con soporte lumbar - Lote 747,5032.95,104
SKU-PRD-0748,Cable HDMI Modelo 748,Cable de alta definición mallado 4K - Lote 748,328.56,24
SKU-PRD-0749,Impresora Modelo 749,Impresora multifuncional a color con Wi-Fi - Lote 749,4306.07,148
SKU-PRD-0750,Impresora Modelo 750,Impresora multifuncional a color con Wi-Fi - Lote 750,3362.61,186
SKU-PRD-0751,Monitor Modelo 751,Pantalla LED Full HD con puertos HDMI - Lote 751,4016.08,187
SKU-PRD-0752,Regulador Modelo 752,Protector de voltaje multicontacto para oficina - Lote 752,417.79,105
SKU-PRD-0753,Silla Gamer Modelo 753,Silla ergonómica ajustable con soporte lumbar - Lote 753,5680.94,34
SKU-PRD-0754,Monitor Modelo 754,Pantalla LED Full HD con puertos HDMI - Lote 754,5040.25,55
SKU-PRD-0755,Bocina Bluetooth Modelo 755,Bocina inalámbrica portátil resistente al agua - Lote 755,498.68,31
SKU-PRD-0756,Teclado Modelo 756,Teclado multimedia con iluminación LED - Lote 756,1182.88,26
SKU-PRD-0757,Laptop Modelo 757,Ordenador portátil con procesador de alta velocidad y SSD - Lote 757,19388.08,108
SKU-PRD-0758,Audífonos Modelo 758,Audífonos estéreo con micrófono y cancelación de ruido - Lote 758,1726.97,25
SKU-PRD-0759,Laptop Modelo 759,Ordenador portátil con procesador de alta velocidad y SSD - Lote 759,8741.96,191
SKU-PRD-0760,Tablet Modelo 760,Dispositivo táctil multimedia para estudio y trabajo - Lote 760,5761.87,63
SKU-PRD-0761,Smartwatch Modelo 761,Reloj inteligente deportivo con monitor de salud - Lote 761,2233.57,182
SKU-PRD-0762,Disco Duro Modelo 762,Unidad de almacenamiento externo de alta velocidad - Lote 762,1605.87,116
SKU-PRD-0763,Impresora Modelo 763,Impresora multifuncional a color con Wi-Fi - Lote 763,2617.15,79
SKU-PRD-0764,Smartwatch Modelo 764,Reloj inteligente deportivo con monitor de salud - Lote 764,1463.42,53
SKU-PRD-0765,Disco Duro Modelo 765,Unidad de almacenamiento externo de alta velocidad - Lote 765,2078.94,75
SKU-PRD-0766,Audífonos Modelo 766,Audífonos estéreo con micrófono y cancelación de ruido - Lote 766,1462.44,132
SKU-PRD-0767,Bocina Bluetooth Modelo 767,Bocina inalámbrica portátil resistente al agua - Lote 767,1380.89,87
SKU-PRD-0768,Monitor Modelo 768,Pantalla LED Full HD con puertos HDMI - Lote 768,3963.09,44
SKU-PRD-0769,Smartphone Modelo 769,Teléfono inteligente con cámara dual y gran batería - Lote 769,9519.36,63
SKU-PRD-0770,Cable HDMI Modelo 770,Cable de alta definición mallado 4K - Lote 770,143.7,185
SKU-PRD-0771,Memoria USB Modelo 771,Unidad flash portátil de transferencia rápida - Lote 771,169.1,41
SKU-PRD-0772,Laptop Modelo 772,Ordenador portátil con procesador de alta velocidad y SSD - Lote 772,14682.83,66
SKU-PRD-0773,Teclado Modelo 773,Teclado multimedia con iluminación LED - Lote 773,774.13,43
SKU-PRD-0774,Smartwatch Modelo 774,Reloj inteligente deportivo con monitor de salud - Lote 774,1630.79,6
SKU-PRD-0775,Bocina Bluetooth Modelo 775,Bocina inalámbrica portátil resistente al agua - Lote 775,516.01,58
SKU-PRD-0776,Laptop Modelo 776,Ordenador portátil con procesador de alta velocidad y SSD - Lote 776,8953.74,43
SKU-PRD-0777,Monitor Modelo 777,Pantalla LED Full HD con puertos HDMI - Lote 777,5189.08,5
SKU-PRD-0778,Teclado Modelo 778,Teclado multimedia con iluminación LED - Lote 778,705.0,192
SKU-PRD-0779,Laptop Modelo 779,Ordenador portátil con procesador de alta velocidad y SSD - Lote 779,13626.93,69
SKU-PRD-0780,Regulador Modelo 780,Protector de voltaje multicontacto para oficina - Lote 780,884.64,7
SKU-PRD-0781,Silla Gamer Modelo 781,Silla ergonómica ajustable con soporte lumbar - Lote 781,5455.99,167
SKU-PRD-0782,Memoria USB Modelo 782,Unidad flash portátil de transferencia rápida - Lote 782,289.38,168
SKU-PRD-0783,Regulador Modelo 783,Protector de voltaje multicontacto para oficina - Lote 783,796.94,177
SKU-PRD-0784,Smartphone Modelo 784,Teléfono inteligente con cámara dual y gran batería - Lote 784,5804.84,133
SKU-PRD-0785,Bocina Bluetooth Modelo 785,Bocina inalámbrica portátil resistente al agua - Lote 785,1100.42,98
SKU-PRD-0786,Impresora Modelo 786,Impresora multifuncional a color con Wi-Fi - Lote 786,2642.48,200
SKU-PRD-0787,Monitor Modelo 787,Pantalla LED Full HD con puertos HDMI - Lote 787,2369.76,165
SKU-PRD-0788,Audífonos Modelo 788,Audífonos estéreo con micrófono y cancelación de ruido - Lote 788,1723.28,150
SKU-PRD-0789,Memoria USB Modelo 789,Unidad flash portátil de transferencia rápida - Lote 789,596.55,26
SKU-PRD-0790,Bocina Bluetooth Modelo 790,Bocina inalámbrica portátil resistente al agua - Lote 790,854.53,16
SKU-PRD-0791,Impresora Modelo 791,Impresora multifuncional a color con Wi-Fi - Lote 791,2439.57,90
SKU-PRD-0792,Monitor Modelo 792,Pantalla LED Full HD con puertos HDMI - Lote 792,6118.94,121
SKU-PRD-0793,Memoria USB Modelo 793,Unidad flash portátil de transferencia rápida - Lote 793,577.5,118
SKU-PRD-0794,Monitor Modelo 794,Pantalla LED Full HD con puertos HDMI - Lote 794,3315.89,92
SKU-PRD-0795,Disco Duro Modelo 795,Unidad de almacenamiento externo de alta velocidad - Lote 795,3421.25,169
SKU-PRD-0796,Disco Duro Modelo 796,Unidad de almacenamiento externo de alta velocidad - Lote 796,3373.86,159
SKU-PRD-0797,Smartphone Modelo 797,Teléfono inteligente con cámara dual y gran batería - Lote 797,9380.52,72
SKU-PRD-0798,Mouse Modelo 798,Mouse óptico ergonómico con conexión USB - Lote 798,323.07,78
SKU-PRD-0799,Tablet Modelo 799,Dispositivo táctil multimedia para estudio y trabajo - Lote 799,3227.34,5
SKU-PRD-0800,Audífonos Modelo 800,Audífonos estéreo con micrófono y cancelación de ruido - Lote 800,904.08,20
SKU-PRD-0801,Regulador Modelo 801,Protector de voltaje multicontacto para oficina - Lote 801,1085.38,181
SKU-PRD-0802,Teclado Modelo 802,Teclado multimedia con iluminación LED - Lote 802,308.58,141
SKU-PRD-0803,Regulador Modelo 803,Protector de voltaje multicontacto para oficina - Lote 803,646.75,54
SKU-PRD-0804,Bocina Bluetooth Modelo 804,Bocina inalámbrica portátil resistente al agua - Lote 804,981.87,119
SKU-PRD-0805,Audífonos Modelo 805,Audífonos estéreo con micrófono y cancelación de ruido - Lote 805,597.47,166
SKU-PRD-0806,Smartphone Modelo 806,Teléfono inteligente con cámara dual y gran batería - Lote 806,4067.33,56
SKU-PRD-0807,Cable HDMI Modelo 807,Cable de alta definición mallado 4K - Lote 807,303.27,146
SKU-PRD-0808,Impresora Modelo 808,Impresora multifuncional a color con Wi-Fi - Lote 808,4279.54,103
SKU-PRD-0809,Regulador Modelo 809,Protector de voltaje multicontacto para oficina - Lote 809,676.3,192
SKU-PRD-0810,Laptop Modelo 810,Ordenador portátil con procesador de alta velocidad y SSD - Lote 810,17136.45,96
SKU-PRD-0811,Tablet Modelo 811,Dispositivo táctil multimedia para estudio y trabajo - Lote 811,4921.99,186
SKU-PRD-0812,Bocina Bluetooth Modelo 812,Bocina inalámbrica portátil resistente al agua - Lote 812,1744.68,40
SKU-PRD-0813,Smartwatch Modelo 813,Reloj inteligente deportivo con monitor de salud - Lote 813,635.03,130
SKU-PRD-0814,Smartphone Modelo 814,Teléfono inteligente con cámara dual y gran batería - Lote 814,9136.38,80
SKU-PRD-0815,Smartphone Modelo 815,Teléfono inteligente con cámara dual y gran batería - Lote 815,11831.07,119
SKU-PRD-0816,Mouse Modelo 816,Mouse óptico ergonómico con conexión USB - Lote 816,646.84,130
SKU-PRD-0817,Regulador Modelo 817,Protector de voltaje multicontacto para oficina - Lote 817,698.74,63
SKU-PRD-0818,Disco Duro Modelo 818,Unidad de almacenamiento externo de alta velocidad - Lote 818,1042.57,71
SKU-PRD-0819,Monitor Modelo 819,Pantalla LED Full HD con puertos HDMI - Lote 819,6170.82,28
SKU-PRD-0820,Regulador Modelo 820,Protector de voltaje multicontacto para oficina - Lote 820,930.69,152
SKU-PRD-0821,Mouse Modelo 821,Mouse óptico ergonómico con conexión USB - Lote 821,573.54,15
SKU-PRD-0822,Impresora Modelo 822,Impresora multifuncional a color con Wi-Fi - Lote 822,3723.83,132
SKU-PRD-0823,Regulador Modelo 823,Protector de voltaje multicontacto para oficina - Lote 823,1015.84,81
SKU-PRD-0824,Disco Duro Modelo 824,Unidad de almacenamiento externo de alta velocidad - Lote 824,1104.59,169
SKU-PRD-0825,Laptop Modelo 825,Ordenador portátil con procesador de alta velocidad y SSD - Lote 825,22539.44,104
SKU-PRD-0826,Smartphone Modelo 826,Teléfono inteligente con cámara dual y gran batería - Lote 826,9402.75,96
SKU-PRD-0827,Impresora Modelo 827,Impresora multifuncional a color con Wi-Fi - Lote 827,1874.63,168
SKU-PRD-0828,Smartphone Modelo 828,Teléfono inteligente con cámara dual y gran batería - Lote 828,5684.0,92
SKU-PRD-0829,Monitor Modelo 829,Pantalla LED Full HD con puertos HDMI - Lote 829,3976.93,117
SKU-PRD-0830,Audífonos Modelo 830,Audífonos estéreo con micrófono y cancelación de ruido - Lote 830,1029.63,127
SKU-PRD-0831,Laptop Modelo 831,Ordenador portátil con procesador de alta velocidad y SSD - Lote 831,20613.58,154
SKU-PRD-0832,Disco Duro Modelo 832,Unidad de almacenamiento externo de alta velocidad - Lote 832,1627.46,35
SKU-PRD-0833,Bocina Bluetooth Modelo 833,Bocina inalámbrica portátil resistente al agua - Lote 833,1209.92,60
SKU-PRD-0834,Audífonos Modelo 834,Audífonos estéreo con micrófono y cancelación de ruido - Lote 834,1764.44,27
SKU-PRD-0835,Mouse Modelo 835,Mouse óptico ergonómico con conexión USB - Lote 835,805.74,104
SKU-PRD-0836,Smartwatch Modelo 836,Reloj inteligente deportivo con monitor de salud - Lote 836,1661.83,91
SKU-PRD-0837,Memoria USB Modelo 837,Unidad flash portátil de transferencia rápida - Lote 837,125.28,73
SKU-PRD-0838,Teclado Modelo 838,Teclado multimedia con iluminación LED - Lote 838,409.9,25
SKU-PRD-0839,Regulador Modelo 839,Protector de voltaje multicontacto para oficina - Lote 839,1088.2,53
SKU-PRD-0840,Tablet Modelo 840,Dispositivo táctil multimedia para estudio y trabajo - Lote 840,5482.72,131
SKU-PRD-0841,Disco Duro Modelo 841,Unidad de almacenamiento externo de alta velocidad - Lote 841,2200.17,73
SKU-PRD-0842,Teclado Modelo 842,Teclado multimedia con iluminación LED - Lote 842,651.09,65
SKU-PRD-0843,Regulador Modelo 843,Protector de voltaje multicontacto para oficina - Lote 843,808.2,49
SKU-PRD-0844,Laptop Modelo 844,Ordenador portátil con procesador de alta velocidad y SSD - Lote 844,8361.4,23
SKU-PRD-0845,Monitor Modelo 845,Pantalla LED Full HD con puertos HDMI - Lote 845,5854.74,91
SKU-PRD-0846,Tablet Modelo 846,Dispositivo táctil multimedia para estudio y trabajo - Lote 846,3705.59,114
SKU-PRD-0847,Tablet Modelo 847,Dispositivo táctil multimedia para estudio y trabajo - Lote 847,3815.56,171
SKU-PRD-0848,Silla Gamer Modelo 848,Silla ergonómica ajustable con soporte lumbar - Lote 848,5981.17,126
SKU-PRD-0849,Cable HDMI Modelo 849,Cable de alta definición mallado 4K - Lote 849,273.37,98
SKU-PRD-0850,Audífonos Modelo 850,Audífonos estéreo con micrófono y cancelación de ruido - Lote 850,1729.22,117
SKU-PRD-0851,Monitor Modelo 851,Pantalla LED Full HD con puertos HDMI - Lote 851,5083.21,43
SKU-PRD-0852,Silla Gamer Modelo 852,Silla ergonómica ajustable con soporte lumbar - Lote 852,3239.1,160
SKU-PRD-0853,Silla Gamer Modelo 853,Silla ergonómica ajustable con soporte lumbar - Lote 853,2674.12,69
SKU-PRD-0854,Laptop Modelo 854,Ordenador portátil con procesador de alta velocidad y SSD - Lote 854,23407.98,7
SKU-PRD-0855,Regulador Modelo 855,Protector de voltaje multicontacto para oficina - Lote 855,1103.05,92
SKU-PRD-0856,Laptop Modelo 856,Ordenador portátil con procesador de alta velocidad y SSD - Lote 856,8574.49,121
SKU-PRD-0857,Cable HDMI Modelo 857,Cable de alta definición mallado 4K - Lote 857,127.04,61
SKU-PRD-0858,Memoria USB Modelo 858,Unidad flash portátil de transferencia rápida - Lote 858,232.98,111
SKU-PRD-0859,Monitor Modelo 859,Pantalla LED Full HD con puertos HDMI - Lote 859,2172.92,145
SKU-PRD-0860,Tablet Modelo 860,Dispositivo táctil multimedia para estudio y trabajo - Lote 860,3310.43,165
SKU-PRD-0861,Smartwatch Modelo 861,Reloj inteligente deportivo con monitor de salud - Lote 861,961.31,196
SKU-PRD-0862,Silla Gamer Modelo 862,Silla ergonómica ajustable con soporte lumbar - Lote 862,4346.13,78
SKU-PRD-0863,Smartphone Modelo 863,Teléfono inteligente con cámara dual y gran batería - Lote 863,8658.13,58
SKU-PRD-0864,Regulador Modelo 864,Protector de voltaje multicontacto para oficina - Lote 864,1107.06,55
SKU-PRD-0865,Mouse Modelo 865,Mouse óptico ergonómico con conexión USB - Lote 865,341.03,65
SKU-PRD-0866,Impresora Modelo 866,Impresora multifuncional a color con Wi-Fi - Lote 866,1838.15,132
SKU-PRD-0867,Silla Gamer Modelo 867,Silla ergonómica ajustable con soporte lumbar - Lote 867,5317.91,165
SKU-PRD-0868,Tablet Modelo 868,Dispositivo táctil multimedia para estudio y trabajo - Lote 868,5787.09,193
SKU-PRD-0869,Disco Duro Modelo 869,Unidad de almacenamiento externo de alta velocidad - Lote 869,1541.27,107
SKU-PRD-0870,Monitor Modelo 870,Pantalla LED Full HD con puertos HDMI - Lote 870,6225.12,53
SKU-PRD-0871,Bocina Bluetooth Modelo 871,Bocina inalámbrica portátil resistente al agua - Lote 871,826.69,114
SKU-PRD-0872,Bocina Bluetooth Modelo 872,Bocina inalámbrica portátil resistente al agua - Lote 872,424.67,111
SKU-PRD-0873,Impresora Modelo 873,Impresora multifuncional a color con Wi-Fi - Lote 873,4390.09,19
SKU-PRD-0874,Cable HDMI Modelo 874,Cable de alta definición mallado 4K - Lote 874,178.78,178
SKU-PRD-0875,Impresora Modelo 875,Impresora multifuncional a color con Wi-Fi - Lote 875,2084.04,122
SKU-PRD-0876,Disco Duro Modelo 876,Unidad de almacenamiento externo de alta velocidad - Lote 876,3180.24,131
SKU-PRD-0877,Smartwatch Modelo 877,Reloj inteligente deportivo con monitor de salud - Lote 877,1334.19,12
SKU-PRD-0878,Impresora Modelo 878,Impresora multifuncional a color con Wi-Fi - Lote 878,3063.42,157
SKU-PRD-0879,Smartwatch Modelo 879,Reloj inteligente deportivo con monitor de salud - Lote 879,2210.54,177
SKU-PRD-0880,Cable HDMI Modelo 880,Cable de alta definición mallado 4K - Lote 880,103.48,66
SKU-PRD-0881,Memoria USB Modelo 881,Unidad flash portátil de transferencia rápida - Lote 881,198.08,84
SKU-PRD-0882,Mouse Modelo 882,Mouse óptico ergonómico con conexión USB - Lote 882,232.09,158
SKU-PRD-0883,Mouse Modelo 883,Mouse óptico ergonómico con conexión USB - Lote 883,717.79,194
SKU-PRD-0884,Silla Gamer Modelo 884,Silla ergonómica ajustable con soporte lumbar - Lote 884,4883.92,116
SKU-PRD-0885,Regulador Modelo 885,Protector de voltaje multicontacto para oficina - Lote 885,705.05,30
SKU-PRD-0886,Monitor Modelo 886,Pantalla LED Full HD con puertos HDMI - Lote 886,2498.55,25
SKU-PRD-0887,Teclado Modelo 887,Teclado multimedia con iluminación LED - Lote 887,1148.13,51
SKU-PRD-0888,Audífonos Modelo 888,Audífonos estéreo con micrófono y cancelación de ruido - Lote 888,657.39,41
